"x","wx","math_i","math_j","latitude","longitude","poverty","minority","unemployed","single_mom","is_inf","labels"
528.162545456551,623.323839848873,528.453819975257,623.336004942413,34.9799040630773,-84.3697728361391,"High Poverty","High Pct Minority","Med Pct Unemployed","Low Single Mom",FALSE,"High Poverty, Low Single Mom, Med Pct Unemployed, High Pct Minority"
538.503101967275,635.463581484773,540.255996688269,635.475131817088,34.1639904825512,-84.3181838092637,"Low Poverty","Med Pct Minority","Low Pct Unemployed","Low Single Mom",FALSE,"Low Poverty, Low Single Mom, Low Pct Unemployed, Med Pct Minority"
521.019961651415,618.276592709937,519.026200747117,618.299964267183,33.8136667912575,-84.1034747922028,"Med Poverty","Low Pct Minority","High Pct Unemployed","High Single Mom",FALSE,"Med Poverty, High Single Mom, High Pct Unemployed, Low Pct Minority"
530.573672518134,558.886631235675,531.985362946987,558.899121504333,33.467895040363,-84.3467872064287,"Med Poverty","Low Pct Minority","High Pct Unemployed","High Single Mom",FALSE,"Med Poverty, High Single Mom, High Pct Unemployed, Low Pct Minority"
611.332431979477,643.935354983337,610.056024570949,643.933495360036,33.5179919775841,-82.0187033726302,"High Poverty","Low Pct Minority","Med Pct Unemployed","High Single Mom",FALSE,"High Poverty, High Single Mom, Med Pct Unemployed, Low Pct Minority"
741.904058608226,592.624782155685,738.870964875445,592.618848450752,33.6599172923524,-84.0923746073979,"Med Poverty","Low Pct Minority","High Pct Unemployed","Med Single Mom",FALSE,"Med Poverty, Med Single Mom, High Pct Unemployed, Low Pct Minority"
461.045541205443,585.612949241898,459.465353988111,585.616965135867,33.9220273809862,-83.3177396227641,"High Poverty","Med Pct Minority","Low Pct Unemployed","High Single Mom",TRUE,"High Poverty, High Single Mom, Low Pct Unemployed, Med Pct Minority"
689.672870400362,628.178535985968,690.664802310057,628.163644606648,33.9075151306969,-83.9554815646865,"Low Poverty","Med Pct Minority","Med Pct Unemployed","Low Single Mom",FALSE,"Low Poverty, Low Single Mom, Med Pct Unemployed, Med Pct Minority"
718.756304971874,630.543374262443,721.542997358367,630.511026899768,33.8966408605357,-84.0562762954799,"High Poverty","Low Pct Minority","High Pct Unemployed","Med Single Mom",FALSE,"High Poverty, Med Single Mom, High Pct Unemployed, Low Pct Minority"
398.338616580702,636.360680171097,400.140712331049,636.363184129279,33.4534430389681,-82.010764929285,"High Poverty","Low Pct Minority","High Pct Unemployed","High Single Mom",TRUE,"High Poverty, High Single Mom, High Pct Unemployed, Low Pct Minority"
720.107760463841,595.98868286266,721.281235686503,596.01704527773,39.0247041219281,-76.993295183338,"High Poverty","Low Pct Minority","High Pct Unemployed","Med Single Mom",FALSE,"High Poverty, Med Single Mom, High Pct Unemployed, Low Pct Minority"
620.385071568191,576.379263303721,618.10551214125,576.356588723222,34.7966211691916,-85.2483341328083,"High Poverty","High Pct Minority","High Pct Unemployed","High Single Mom",FALSE,"High Poverty, High Single Mom, High Pct Unemployed, High Pct Minority"
691.319542958401,636.185711105088,689.037828803994,636.193116251174,34.0064575576128,-84.4744512056511,"Low Poverty","High Pct Minority","Med Pct Unemployed","Low Single Mom",FALSE,"Low Poverty, Low Single Mom, Med Pct Unemployed, High Pct Minority"
631.127654762007,640.74121877531,631.087808961049,640.704917239463,33.9447678727873,-84.3594973937684,"Low Poverty","Med Pct Minority","Low Pct Unemployed","Med Single Mom",FALSE,"Low Poverty, Med Single Mom, Low Pct Unemployed, Med Pct Minority"
480.447265962139,642.842956976661,480.735303434543,642.82714993488,33.5309016862445,-82.0808168366962,"Med Poverty","Med Pct Minority","Med Pct Unemployed","Med Single Mom",FALSE,"Med Poverty, Med Single Mom, Med Pct Unemployed, Med Pct Minority"
431.330954869278,617.167516109069,428.593457272276,617.164145567799,34.3514840424525,-83.884754762302,"Med Poverty","High Pct Minority","Med Pct Unemployed","Low Single Mom",TRUE,"Med Poverty, Low Single Mom, Med Pct Unemployed, High Pct Minority"
599.478490888141,640.99870510797,599.63201039657,640.996609779848,29.7471414183102,-95.5186111757543,"Low Poverty","High Pct Minority","Low Pct Unemployed","Low Single Mom",FALSE,"Low Poverty, Low Single Mom, Low Pct Unemployed, High Pct Minority"
560.925207061693,608.481346256415,561.899154311046,608.478634438356,33.8347844510311,-84.8450490255136,"Low Poverty","High Pct Minority","High Pct Unemployed","Med Single Mom",FALSE,"Low Poverty, Med Single Mom, High Pct Unemployed, High Pct Minority"
649.578735455871,606.9380480673,650.520770091563,606.926939746272,34.0060957520765,-84.6506240304678,"Low Poverty","Med Pct Minority","High Pct Unemployed","Med Single Mom",FALSE,"Low Poverty, Med Single Mom, High Pct Unemployed, Med Pct Minority"
619.941289644688,642.325253333647,619.677250324748,642.325728151128,34.0548981606611,-84.4221476965454,"Low Poverty","High Pct Minority","Low Pct Unemployed","Low Single Mom",FALSE,"Low Poverty, Low Single Mom, Low Pct Unemployed, High Pct Minority"
670.408319282345,647.987384398496,669.471915137023,647.996681080656,32.7685691816408,-79.8208618195378,"Med Poverty","High Pct Minority","Low Pct Unemployed","Low Single Mom",FALSE,"Med Poverty, Low Single Mom, Low Pct Unemployed, High Pct Minority"
518.300425061025,591.842972573054,518.23224825412,591.874288960872,33.9258816217543,-83.3932983670796,"High Poverty","Med Pct Minority","Low Pct Unemployed","High Single Mom",FALSE,"High Poverty, High Single Mom, Low Pct Unemployed, Med Pct Minority"
560.428008555435,629.948592486936,559.811838109046,629.979877907466,34.1003932255111,-84.1347769146667,"Low Poverty","Med Pct Minority","Med Pct Unemployed","Low Single Mom",FALSE,"Low Poverty, Low Single Mom, Med Pct Unemployed, Med Pct Minority"
538.097124841996,604.778062369542,538.861879313365,604.798992251949,31.5975588640327,-84.2117288218878,"High Poverty","Low Pct Minority","High Pct Unemployed","High Single Mom",FALSE,"High Poverty, High Single Mom, High Pct Unemployed, Low Pct Minority"
641.272093405016,596.673911931093,640.595834727399,596.671327649038,31.223885749482,-84.2464752500956,"High Poverty","Low Pct Minority","Med Pct Unemployed","High Single Mom",FALSE,"High Poverty, High Single Mom, Med Pct Unemployed, Low Pct Minority"
509.231590415351,637.635672726322,510.460807742551,637.637344736028,34.0182107959971,-84.4260677236191,"Low Poverty","High Pct Minority","Med Pct Unemployed","Low Single Mom",FALSE,"Low Poverty, Low Single Mom, Med Pct Unemployed, High Pct Minority"
611.850991291925,551.987927824482,609.06356038712,552.015106857438,32.5362832322128,-82.9253470637084,"High Poverty","Low Pct Minority","Low Pct Unemployed","High Single Mom",FALSE,"High Poverty, High Single Mom, Low Pct Unemployed, Low Pct Minority"
561.38046199549,609.917494683565,561.32425439544,609.892250880823,33.9936545053769,-84.6654990341213,"Low Poverty","Med Pct Minority","High Pct Unemployed","Med Single Mom",FALSE,"Low Poverty, Med Single Mom, High Pct Unemployed, Med Pct Minority"
408.694617678411,629.687254076815,411.22723297216,629.690899768863,33.8345934185455,-84.4874414628359,"Med Poverty","Low Pct Minority","High Pct Unemployed","High Single Mom",TRUE,"Med Poverty, High Single Mom, High Pct Unemployed, Low Pct Minority"
559.097483366728,569.990531913908,561.876244476996,569.986942208847,32.3898316759369,-81.3341278871263,"High Poverty","Med Pct Minority","Low Pct Unemployed","High Single Mom",FALSE,"High Poverty, High Single Mom, Low Pct Unemployed, Med Pct Minority"
561.887995697558,632.318388490388,560.427580117248,632.298330687303,33.5425198756685,-82.1438253462362,"Low Poverty","Med Pct Minority","Low Pct Unemployed","Low Single Mom",FALSE,"Low Poverty, Low Single Mom, Low Pct Unemployed, Med Pct Minority"
581.888459762558,552.789942988114,579.001052252017,552.779912168365,33.9910566258268,-83.7188932253201,"Med Poverty","Med Pct Minority","High Pct Unemployed","High Single Mom",FALSE,"Med Poverty, High Single Mom, High Pct Unemployed, Med Pct Minority"
569.125731696375,642.265886947068,571.914322372526,642.252291559875,33.3440217701816,-84.4938449187844,"Low Poverty","Med Pct Minority","Med Pct Unemployed","Low Single Mom",FALSE,"Low Poverty, Low Single Mom, Med Pct Unemployed, Med Pct Minority"
600.57990740519,612.484400968906,599.721767305396,612.482104045805,26.4110592406,-80.1165817575376,"Med Poverty","High Pct Minority","Low Pct Unemployed","Low Single Mom",FALSE,"Med Poverty, Low Single Mom, Low Pct Unemployed, High Pct Minority"
671.750623059459,572.071588411371,670.710408859886,572.062236569077,31.2181618318326,-82.3390222704166,"High Poverty","Low Pct Minority","Med Pct Unemployed","High Single Mom",FALSE,"High Poverty, High Single Mom, Med Pct Unemployed, Low Pct Minority"
651.182988521643,545.721565128895,650.718556073494,545.724628301468,33.3658683842678,-84.223579345549,"Low Poverty","Med Pct Minority","High Pct Unemployed","Med Single Mom",FALSE,"Low Poverty, Med Single Mom, High Pct Unemployed, Med Pct Minority"
569.320751097985,627.276710929053,571.105965505354,627.281129067056,34.0010298076009,-81.0196483498645,"High Poverty","Med Pct Minority","High Pct Unemployed","High Single Mom",FALSE,"High Poverty, High Single Mom, High Pct Unemployed, Med Pct Minority"
539.725948745385,526.658633381386,539.052056630142,526.670887333285,33.2508741462822,-84.0445369395224,"High Poverty","Med Pct Minority","High Pct Unemployed","Med Single Mom",TRUE,"High Poverty, Med Single Mom, High Pct Unemployed, Med Pct Minority"
538.660254741088,563.983840008099,538.528787033632,563.992094905963,33.4917619985325,-84.4109647182691,"High Poverty","Low Pct Minority","High Pct Unemployed","High Single Mom",FALSE,"High Poverty, High Single Mom, High Pct Unemployed, Low Pct Minority"
618.755644001998,589.488434170165,618.439783078618,589.495039921133,33.8887547546849,-83.4095135432997,"High Poverty","Med Pct Minority","Low Pct Unemployed","High Single Mom",FALSE,"High Poverty, High Single Mom, Low Pct Unemployed, Med Pct Minority"
568.522786145099,622.12796310469,569.274212895893,622.12584915733,33.8580141553819,-84.5127961950952,"Med Poverty","Low Pct Minority","High Pct Unemployed","High Single Mom",FALSE,"Med Poverty, High Single Mom, High Pct Unemployed, Low Pct Minority"
691.232116279192,604.039844569606,691.903690613806,604.037244964782,31.9994972968832,-81.1153433134184,"High Poverty","Low Pct Minority","Med Pct Unemployed","High Single Mom",FALSE,"High Poverty, High Single Mom, Med Pct Unemployed, Low Pct Minority"
571.240685921162,636.23661201542,569.750191389583,636.248706626343,33.5547506863724,-82.1142771495869,"Low Poverty","Med Pct Minority","Low Pct Unemployed","Low Single Mom",FALSE,"Low Poverty, Low Single Mom, Low Pct Unemployed, Med Pct Minority"
650.319179718383,630.843990119518,648.463776992634,630.855035188142,33.8755685874705,-84.1435687505672,"Med Poverty","Low Pct Minority","High Pct Unemployed","Low Single Mom",FALSE,"Med Poverty, Low Single Mom, High Pct Unemployed, Low Pct Minority"
569.152027606033,613.576740835682,571.878108098172,613.573431673916,34.0606308670856,-84.5821016041972,"Med Poverty","Med Pct Minority","High Pct Unemployed","Med Single Mom",FALSE,"Med Poverty, Med Single Mom, High Pct Unemployed, Med Pct Minority"
668.455251251347,575.004677449213,668.795534306206,575.018585056877,38.9070511445281,-77.398956137555,"Low Poverty","Low Pct Minority","Low Pct Unemployed","Low Single Mom",FALSE,"Low Poverty, Low Single Mom, Low Pct Unemployed, Low Pct Minority"
688.697376721539,520.548744132223,689.152485411614,520.549937647646,33.6913741192349,-84.1622001100877,"High Poverty","Low Pct Minority","High Pct Unemployed","High Single Mom",TRUE,"High Poverty, High Single Mom, High Pct Unemployed, Low Pct Minority"
640.601841057651,645.725115656834,639.959581644274,645.732838988267,34.1125534873766,-84.2883970089288,"Low Poverty","Med Pct Minority","Low Pct Unemployed","Low Single Mom",FALSE,"Low Poverty, Low Single Mom, Low Pct Unemployed, Med Pct Minority"
698.20563200023,633.016435529895,700.114928159863,633.029515141174,33.8832217257752,-84.0965207315159,"Med Poverty","Low Pct Minority","High Pct Unemployed","Low Single Mom",FALSE,"Med Poverty, Low Single Mom, High Pct Unemployed, Low Pct Minority"
608.715934328735,646.085850022984,608.783549869433,646.09884318416,33.8387684989159,-84.4247907560085,"High Poverty","High Pct Minority","Low Pct Unemployed","Low Single Mom",FALSE,"High Poverty, Low Single Mom, Low Pct Unemployed, High Pct Minority"
461.069347667508,636.210634384436,460.314248435199,636.200069823964,33.9974277209548,-84.071030764554,"Med Poverty","Low Pct Minority","High Pct Unemployed","Med Single Mom",FALSE,"Med Poverty, Med Single Mom, High Pct Unemployed, Low Pct Minority"
640.07000800781,646.480337164165,639.471474272199,646.497301807199,34.1067979880575,-84.2976456424019,"Low Poverty","Med Pct Minority","Low Pct Unemployed","Low Single Mom",FALSE,"Low Poverty, Low Single Mom, Low Pct Unemployed, Med Pct Minority"
638.652063454501,578.819374007728,641.972505757585,578.813395735072,33.617466098817,-83.9374842351796,"Med Poverty","Low Pct Minority","High Pct Unemployed","High Single Mom",FALSE,"Med Poverty, High Single Mom, High Pct Unemployed, Low Pct Minority"
699.902535570785,521.037540741422,699.329885200597,521.035313502746,33.6541161135018,-84.4490097366858,"High Poverty","Low Pct Minority","High Pct Unemployed","High Single Mom",TRUE,"High Poverty, High Single Mom, High Pct Unemployed, Low Pct Minority"
570.388265830465,592.73632850501,571.146867098287,592.757802045606,33.8502684424451,-83.4146661275622,"Med Poverty","High Pct Minority","Low Pct Unemployed","Med Single Mom",FALSE,"Med Poverty, Med Single Mom, Low Pct Unemployed, High Pct Minority"
671.099952435121,633.336182130392,670.273851156235,633.34651500823,35.0116689139707,-89.8175296636588,"Med Poverty","Low Pct Minority","High Pct Unemployed","High Single Mom",FALSE,"Med Poverty, High Single Mom, High Pct Unemployed, Low Pct Minority"
571.402765534818,637.952726669601,568.640990706161,637.963781430302,33.5704204330466,-82.1033525235761,"Low Poverty","Med Pct Minority","Low Pct Unemployed","Low Single Mom",FALSE,"Low Poverty, Low Single Mom, Low Pct Unemployed, Med Pct Minority"
639.227970147505,630.595767357034,638.134740601294,630.573539285278,33.9048544185426,-84.0490253493054,"High Poverty","Low Pct Minority","High Pct Unemployed","Med Single Mom",FALSE,"High Poverty, Med Single Mom, High Pct Unemployed, Low Pct Minority"
691.98653952498,650.082305029628,690.609227161855,650.050243753325,34.0368706090099,-84.2825739509684,"Low Poverty","Med Pct Minority","Med Pct Unemployed","Low Single Mom",FALSE,"Low Poverty, Low Single Mom, Med Pct Unemployed, Med Pct Minority"
618.165107452311,651.910057558,618.446996579878,651.94628984116,34.051931147559,-84.261751674979,"Low Poverty","Med Pct Minority","Med Pct Unemployed","Low Single Mom",FALSE,"Low Poverty, Low Single Mom, Med Pct Unemployed, Med Pct Minority"
610.014815537259,568.290447654839,611.332843985409,568.270477345791,33.4331776429917,-84.4064767127625,"Low Poverty","Med Pct Minority","Med Pct Unemployed","Low Single Mom",FALSE,"Low Poverty, Low Single Mom, Med Pct Unemployed, Med Pct Minority"
638.777793479152,626.067959232637,639.371261161752,626.072708176421,33.9246476549399,-83.9316552987991,"High Poverty","Low Pct Minority","High Pct Unemployed","Med Single Mom",FALSE,"High Poverty, Med Single Mom, High Pct Unemployed, Low Pct Minority"
461.747384773567,634.701319414398,459.655107225291,634.704479030008,33.85848157433,-84.0789088965482,"Med Poverty","Low Pct Minority","High Pct Unemployed","Low Single Mom",FALSE,"Med Poverty, Low Single Mom, High Pct Unemployed, Low Pct Minority"
739.936152297072,640.410196401771,740.648371938616,640.406355842901,33.9594207234558,-84.2994038078358,"Med Poverty","Low Pct Minority","Med Pct Unemployed","High Single Mom",FALSE,"Med Poverty, High Single Mom, Med Pct Unemployed, Low Pct Minority"
638.803177900612,633.560204562295,641.11898409389,633.559649428316,33.4711129295446,-82.030077324132,"High Poverty","Low Pct Minority","High Pct Unemployed","High Single Mom",FALSE,"High Poverty, High Single Mom, High Pct Unemployed, Low Pct Minority"
620.755244705826,609.635003869808,618.154794855043,609.666434573345,34.139557885168,-84.0718637466238,"Med Poverty","Med Pct Minority","Med Pct Unemployed","Med Single Mom",FALSE,"Med Poverty, Med Single Mom, Med Pct Unemployed, Med Pct Minority"
488.536948631518,568.322022317958,491.623679621145,568.322377264323,33.7610387335459,-85.0228203811036,"Med Poverty","High Pct Minority","High Pct Unemployed","Med Single Mom",FALSE,"Med Poverty, Med Single Mom, High Pct Unemployed, High Pct Minority"
598.762611497194,593.638339150491,600.09953151457,593.647403811896,33.9243294236439,-83.4278576954114,"High Poverty","Med Pct Minority","Low Pct Unemployed","High Single Mom",FALSE,"High Poverty, High Single Mom, Low Pct Unemployed, Med Pct Minority"
568.319840616547,613.894282661444,568.233404814266,613.881803452931,34.0651693100795,-83.9084613702385,"Low Poverty","Med Pct Minority","High Pct Unemployed","Med Single Mom",FALSE,"Low Poverty, Med Single Mom, High Pct Unemployed, Med Pct Minority"
721.726568754762,599.219790244311,720.458609347232,599.18912336628,31.9948927065283,-81.1208592447478,"High Poverty","Low Pct Minority","Med Pct Unemployed","High Single Mom",FALSE,"High Poverty, High Single Mom, Med Pct Unemployed, Low Pct Minority"
611.438569230027,564.430998676907,611.439512595534,564.426028455561,33.4161806608723,-83.2478893660927,"High Poverty","Med Pct Minority","Med Pct Unemployed","High Single Mom",FALSE,"High Poverty, High Single Mom, Med Pct Unemployed, Med Pct Minority"
711.236127282493,638.590896258,709.770837754942,638.61324683263,33.9939502260459,-84.4200623780377,"Low Poverty","High Pct Minority","Med Pct Unemployed","Low Single Mom",FALSE,"Low Poverty, Low Single Mom, Med Pct Unemployed, High Pct Minority"
650.065840228461,627.483865565266,648.416355068795,627.510693467418,31.2081566152649,-81.3856451208542,"Low Poverty","High Pct Minority","Low Pct Unemployed","Med Single Mom",FALSE,"Low Poverty, Med Single Mom, Low Pct Unemployed, High Pct Minority"
650.298980126157,605.421098776487,649.140119309537,605.395300736707,31.6294171302328,-84.1855770215467,"High Poverty","Low Pct Minority","High Pct Unemployed","High Single Mom",FALSE,"High Poverty, High Single Mom, High Pct Unemployed, Low Pct Minority"
678.09733769577,638.660900932884,681.45728899166,638.676458229432,33.9017990269397,-84.4247628489781,"High Poverty","High Pct Minority","Low Pct Unemployed","Low Single Mom",FALSE,"High Poverty, Low Single Mom, Low Pct Unemployed, High Pct Minority"
708.140048089437,640.19521923887,710.780382223427,640.192868422205,33.5442447509601,-82.0809138536201,"Med Poverty","Med Pct Minority","Med Pct Unemployed","Med Single Mom",FALSE,"Med Poverty, Med Single Mom, Med Pct Unemployed, Med Pct Minority"
529.26249613706,628.147893307158,529.245131943375,628.156135246707,33.8999598053573,-84.0209453143772,"Med Poverty","Low Pct Minority","High Pct Unemployed","High Single Mom",FALSE,"Med Poverty, High Single Mom, High Pct Unemployed, Low Pct Minority"
611.780775537714,638.390654135583,611.657301581465,638.38068229394,33.9062746942734,-84.4012273063971,"High Poverty","High Pct Minority","Low Pct Unemployed","Low Single Mom",FALSE,"High Poverty, Low Single Mom, Low Pct Unemployed, High Pct Minority"
598.366352301091,641.443044642952,598.308790168725,641.439711715728,34.0467897675567,-84.418039743603,"Low Poverty","High Pct Minority","Low Pct Unemployed","Low Single Mom",FALSE,"Low Poverty, Low Single Mom, Low Pct Unemployed, High Pct Minority"
680.791633239947,599.815349100709,680.39192169439,599.817492593592,33.4985062365401,-84.5043603339132,"Med Poverty","Low Pct Minority","Med Pct Unemployed","Med Single Mom",FALSE,"Med Poverty, Med Single Mom, Med Pct Unemployed, Low Pct Minority"
648.919026074931,638.08369335793,648.050983698107,638.052445036816,33.5039765709162,-82.1210035968116,"Med Poverty","Med Pct Minority","Med Pct Unemployed","Med Single Mom",FALSE,"Med Poverty, Med Single Mom, Med Pct Unemployed, Med Pct Minority"
578.806801495142,635.030295621608,581.690263874829,635.053982211845,33.9726097341258,-84.3897011630009,"Low Poverty","High Pct Minority","Med Pct Unemployed","Low Single Mom",FALSE,"Low Poverty, Low Single Mom, Med Pct Unemployed, High Pct Minority"
740.079711639322,615.581962850401,741.214592658915,615.586292294497,34.1302329631823,-84.5475763367611,"Low Poverty","High Pct Minority","Low Pct Unemployed","Low Single Mom",FALSE,"Low Poverty, Low Single Mom, Low Pct Unemployed, High Pct Minority"
619.784210125916,586.453332619838,620.711829361506,586.478269118965,33.909923812236,-83.2946031262174,"High Poverty","Med Pct Minority","Low Pct Unemployed","High Single Mom",FALSE,"High Poverty, High Single Mom, Low Pct Unemployed, Med Pct Minority"
